                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9374,                  3.653,                  1.247,                0.67129,                0.44792,                0.54541,                0.25996,                 1.8231,                  2.688,                 1.2507,             0.00055312,             0.00055312,             0.00055312
